table_source,model_name,modality,feature_strategy,fusion_method,dataset,calibration_method,split,threshold,sensitivity,specificity,precision,npv,f1,balanced_accuracy,tp,fp,tn,fn,n_samples,n_positive,n_negative,operating_constraint,target_specificity,target_sensitivity
external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external,0.4648834854927603,0.05964912280701754,0.9056674123788218,0.02190721649484536,0.9645268034414295,0.03204524033930255,0.48265826759291963,17.0,759.0,7287.0,268.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external,0.5237894378032671,0.028070175438596492,0.9543872731792195,0.021333333333333333,0.9651835093011564,0.024242424242424242,0.49122872430890796,8.0,367.0,7679.0,277.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external,0.1843833578219353,0.8035087719298246,0.19239373601789708,0.03404192061840345,0.9650872817955112,0.06531660011409013,0.49795125397386086,229.0,6498.0,1548.0,56.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external,0.1619381690781617,0.9017543859649123,0.11210539398458862,0.034725037157140926,0.9698924731182795,0.06687483736664065,0.5069298899747504,257.0,7144.0,902.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external,0.4062151014341746,0.16140350877192983,0.8006462838677604,0.027878787878787878,0.9642269121389013,0.04754521963824289,0.48102489631984513,46.0,1604.0,6442.0,239.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external,0.4887085938546736,0.07719298245614035,0.9014417101665424,0.026993865030674847,0.9650079829696647,0.04,0.4893173463113414,22.0,793.0,7253.0,263.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external,0.5520732935691269,0.028070175438596492,0.9505344270444942,0.019704433497536946,0.9650473186119873,0.023154848046309694,0.48930230124154533,8.0,398.0,7648.0,277.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external,0.1894278990361929,0.8,0.19898086005468557,0.03416754083620561,0.96562123039807,0.06553607358436332,0.49949043002734284,228.0,6445.0,1601.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external,0.1613124747987091,0.9017543859649123,0.09607258264976386,0.03413014608233732,0.9650436953807741,0.06577095329494562,0.49891348430733806,257.0,7273.0,773.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external,0.4101461095803591,0.20701754385964913,0.8031319910514542,0.035909920876445525,0.9662081339712919,0.06120331950207468,0.5050747674555517,59.0,1584.0,6462.0,226.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external,0.4861417788888389,0.10526315789473684,0.9010688540889883,0.03631961259079903,0.966022651565623,0.054005400540054004,0.5031660059918626,30.0,796.0,7250.0,255.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external,0.5654208322982086,0.05263157894736842,0.9591101168282377,0.0436046511627907,0.9661950669838487,0.04769475357710652,0.505870847887803,15.0,329.0,7717.0,270.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external,0.2107367130546531,0.8,0.24782500621426795,0.03630573248407643,0.9722086786933203,0.06945925361766946,0.523912503107134,228.0,6052.0,1994.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external,0.178515133540304,0.9017543859649123,0.127889634601044,0.03533131701952159,0.9735099337748344,0.06799841248842439,0.5148220102829781,257.0,7017.0,1029.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external,0.4121215201767663,0.19649122807017544,0.8057419835943326,0.034589252625077206,0.9658820023837902,0.058823529411764705,0.501116605832254,56.0,1563.0,6483.0,229.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external,0.4971052748432138,0.06315789473684211,0.903181705195128,0.02258469259723965,0.9645606583488187,0.033271719038817,0.483169799965985,18.0,779.0,7267.0,267.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external,0.5648148982060123,0.021052631578947368,0.9537658463832961,0.015873015873015872,0.964918898528857,0.01809954751131222,0.4874092389811217,6.0,372.0,7674.0,279.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external,0.186879003609191,0.8,0.18953517275664927,0.03378278263446437,0.9639696586599241,0.06482797839067388,0.49476758637832463,228.0,6521.0,1525.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external,0.1706322260473692,0.9017543859649123,0.12826249067859807,0.03534589464997937,0.9735849056603774,0.06802541026998413,0.5150084383217552,257.0,7014.0,1032.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external,0.3764694197457282,0.1649122807017544,0.8053691275167785,0.029138251704897707,0.9645727895206907,0.04952581664910432,0.48514070410926646,47.0,1566.0,6480.0,238.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external,0.4913032024362818,0.07368421052631578,0.9065374098931146,0.027166882276843468,0.9650701243715268,0.03969754253308128,0.4901108102097152,21.0,752.0,7294.0,264.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external,0.5896898715865453,0.056140350877192984,0.9591101168282377,0.0463768115942029,0.9663160530929126,0.050793650793650794,0.5076252338527153,16.0,329.0,7717.0,269.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external,0.1256383418630295,0.8,0.21165796669152373,0.034697915081418354,0.9676136363636364,0.06651108518086347,0.5058289833457619,228.0,6343.0,1703.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,xgboost,cough,all,,coughvid,platt,external,0.1073290062301307,0.9017543859649123,0.1091225453641561,0.034612794612794616,0.9690949227373068,0.06666666666666667,0.5054384656645342,257.0,7168.0,878.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external,0.3966400092611487,0.16842105263157894,0.8021377081779766,0.02926829268292683,0.9645792856075325,0.04987012987012988,0.48527938040477775,48.0,1592.0,6454.0,237.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external,0.5163422024437828,0.08421052631578947,0.9014417101665424,0.02937576499388005,0.9652648389672611,0.043557168784029036,0.49282611824116596,24.0,793.0,7253.0,261.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external,0.5995056029846996,0.03508771929824561,0.9523987074322645,0.02544529262086514,0.9653565129755606,0.029498525073746312,0.49374321336525506,10.0,383.0,7663.0,275.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external,0.1255928409087212,0.8,0.21600795426298783,0.03488372093023256,0.9682451253481894,0.06685236768802229,0.5080039771314939,228.0,6308.0,1738.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external,0.1057809844285826,0.9017543859649123,0.11160825254784987,0.034706279540850773,0.9697624190064795,0.06684005201560467,0.506681319256381,257.0,7148.0,898.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external,0.4577612415250222,0.18947368421052632,0.8026348496147154,0.03288672350791717,0.9654656899387053,0.05604566683964711,0.4960542669126209,54.0,1588.0,6458.0,231.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external,0.567125612411242,0.07368421052631578,0.9033059905543127,0.026282853566958697,0.9649495485926712,0.038745387453874534,0.48849510054031425,21.0,778.0,7268.0,264.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external,0.6479405933726061,0.02456140350877193,0.9579915485955754,0.020289855072463767,0.9651890808915602,0.022222222222222223,0.49127647605217367,7.0,338.0,7708.0,278.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external,0.1462519667812389,0.8,0.18729803629132488,0.03369292153095907,0.9635549872122762,0.06466250709018719,0.4936490181456625,228.0,6539.0,1507.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external,0.1219519231961397,0.9017543859649123,0.09731543624161074,0.034175531914893614,0.9654747225647349,0.06585522101217167,0.49953491110326154,257.0,7263.0,783.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external,0.4633407726220054,0.21403508771929824,0.8012677106636839,0.03674698795180723,0.9664218258132214,0.06272493573264781,0.507651399191491,61.0,1599.0,6447.0,224.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external,0.5685970744533634,0.09824561403508772,0.9004474272930649,0.033775633293124246,0.96574246867502,0.05026929982046678,0.4993465206640763,28.0,801.0,7245.0,257.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external,0.6359885797172053,0.03859649122807018,0.9507829977628636,0.02702702702702703,0.9654215042907622,0.031791907514450865,0.4946897444954669,11.0,396.0,7650.0,274.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external,0.1615830219393369,0.8,0.22334079045488442,0.03520148216767022,0.9692556634304207,0.06743566992014197,0.5116703952274422,228.0,6249.0,1797.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,xgboost,cough,top_stable_50,,coughvid,platt,external,0.1226000548956783,0.9017543859649123,0.08973402933134476,0.03390054082574858,0.9626666666666667,0.0653445207220951,0.49574420764812854,257.0,7324.0,722.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external,0.4711526997425886,0.17543859649122806,0.802013422818792,0.030432136335970784,0.9648624401913876,0.051867219917012444,0.48872600965501,50.0,1593.0,6453.0,235.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external,0.5841867252419144,0.08421052631578947,0.9038031319910514,0.03007518796992481,0.965352449223417,0.0443213296398892,0.4940068291534205,24.0,774.0,7272.0,261.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external,0.6505018392960618,0.031578947368421054,0.9500372856077554,0.021897810218978103,0.9651515151515152,0.025862068965517244,0.4908081164880882,9.0,402.0,7644.0,276.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external,0.1555342016279976,0.8,0.20656226696495153,0.034482758620689655,0.9668411867364747,0.06611570247933884,0.5032811334824758,228.0,6384.0,1662.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_beats_predictions,xgboost,cough,top_stable_80,,coughvid,platt,external,0.1244766420970237,0.9017543859649123,0.09743972160079542,0.03418007713791728,0.9655172413793104,0.06586365966171195,0.49959705378285385,257.0,7262.0,784.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external,0.3652354543122096,0.17894736842105263,0.802013422818792,0.03102189781021898,0.9650067294751009,0.05287713841368585,0.4904803956199223,51.0,1593.0,6453.0,234.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external,0.4702173979693964,0.10526315789473684,0.9039274173502362,0.037359900373599,0.9661264612114772,0.05514705882352941,0.5045952876224865,30.0,773.0,7273.0,255.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external,0.5658047489724103,0.05964912280701754,0.9599801143425305,0.05014749262536873,0.9664664664664665,0.05448717948717948,0.5098146185747741,17.0,322.0,7724.0,268.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external,0.1448577990983598,0.8,0.21874223216505095,0.03500153515505066,0.9686296092460099,0.06706868657155464,0.5093711160825255,228.0,6286.0,1760.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,catboost,cough,all,,coughvid,platt,external,0.1250958051093283,0.9017543859649123,0.13472532935620185,0.03560049868402826,0.9748201438848921,0.06849680170575692,0.5182398576605571,257.0,6962.0,1084.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.349954056007653,0.21052631578947367,0.8011434253044991,0.03614457831325301,0.9662719232498875,0.06169665809768637,0.5058348705469864,60.0,1600.0,6446.0,225.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.4428293737508926,0.08070175438596491,0.901193139448173,0.028117359413202935,0.9651271130041262,0.04170444242973708,0.490947446917069,23.0,795.0,7251.0,262.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.5233835135431635,0.031578947368421054,0.9541387024608501,0.023809523809523808,0.965296114673708,0.027149321266968323,0.49285882491463556,9.0,369.0,7677.0,276.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.1400300027620539,0.8,0.21290082028337062,0.03475080018289895,0.9677966101694915,0.06660823838737949,0.5064504101416853,228.0,6333.0,1713.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,catboost,cough,drop_high_shift,,coughvid,platt,external,0.1243417436033716,0.9017543859649123,0.1372110365398956,0.03569940269481872,0.9752650176678446,0.0686798503474078,0.519482711252404,257.0,6942.0,1104.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.3772826471788266,0.19649122807017544,0.8120805369127517,0.03571428571428571,0.9661392872985362,0.060442525634106854,0.5042858824914636,56.0,1512.0,6534.0,229.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.4759721187733912,0.0912280701754386,0.9025602783992046,0.03209876543209877,0.9655630900146257,0.047488584474885846,0.49689417428732163,26.0,784.0,7262.0,259.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.56353775488473,0.05263157894736842,0.9505344270444942,0.03631961259079903,0.9659004799191715,0.04297994269340974,0.5015830029959313,15.0,398.0,7648.0,270.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.1396542131555066,0.8,0.2285607755406413,0.035431235431235435,0.9699367088607594,0.06785714285714287,0.5142803877703207,228.0,6207.0,1839.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_120,,coughvid,platt,external,0.1186371726521969,0.9052631578947369,0.1391996022868506,0.03591314031180401,0.976460331299041,0.0690855536216361,0.5222313800907937,258.0,6926.0,1120.0,27.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.3843824831878374,0.22456140350877193,0.8011434253044991,0.038461538461538464,0.9668516574171292,0.06567470497691125,0.5128524144066355,64.0,1600.0,6446.0,221.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.4593386702064556,0.08771929824561403,0.9009445687298037,0.030413625304136254,0.9653748834731656,0.045167118337850046,0.4943319334877089,25.0,797.0,7249.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.5265424288604156,0.03508771929824561,0.9530201342281879,0.02577319587628866,0.9653783205338033,0.029717682020802376,0.49405392676321674,10.0,378.0,7668.0,275.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.1889542466327505,0.8,0.280884911757395,0.03791153974060525,0.9753992231333621,0.07239244324495951,0.5404424558786975,228.0,5786.0,2260.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_50,,coughvid,platt,external,0.157306878556112,0.9017543859649123,0.16032811334824756,0.03664622843291031,0.9787556904400607,0.07043025486434638,0.53104124965658,257.0,6756.0,1290.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.3830305291783291,0.2,0.8053691275167785,0.03512014787430684,0.9660107334525939,0.059748427672955975,0.5026845637583892,57.0,1566.0,6480.0,228.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.4678614759247486,0.0912280701754386,0.9000745712155108,0.03132530120481928,0.965471270497267,0.04663677130044844,0.4956513206954747,26.0,804.0,7242.0,259.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.5524185292952366,0.028070175438596492,0.9588615461098683,0.02359882005899705,0.9653403403403403,0.02564102564102564,0.4934658607742324,8.0,331.0,7715.0,277.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.1708086270098022,0.8,0.26460352970420087,0.0371033360455655,0.973924977127173,0.07091757387247279,0.5323017648521005,228.0,5917.0,2129.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external,0.1354184179586969,0.9017543859649123,0.12142679592344022,0.03508053508053508,0.972139303482587,0.06753383261069505,0.5115905909441762,257.0,7069.0,977.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external,0.3379615521921356,0.19298245614035087,0.8038777032065623,0.03368034292712799,0.9656613914601374,0.05735140771637122,0.49843007967345654,55.0,1578.0,6468.0,230.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external,0.4623321433614268,0.09824561403508772,0.9016902808849118,0.03418803418803419,0.9657880724174653,0.05072463768115942,0.49996794745999973,28.0,791.0,7255.0,257.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external,0.5803680058058968,0.0456140350877193,0.9588615461098683,0.0377906976744186,0.965944660072618,0.041335453100158986,0.5022377905987938,13.0,331.0,7715.0,272.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external,0.1666945092174348,0.8,0.2222222222222222,0.03515263644773358,0.9691056910569106,0.06734603455914931,0.5111111111111111,228.0,6258.0,1788.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external,0.1606522958333316,0.9017543859649123,0.13857817549092716,0.03575403450194769,0.9755030621172354,0.06878094473437708,0.5201662807279197,257.0,6931.0,1115.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.3169762220796628,0.2,0.8030077056922694,0.034713763702801465,0.9659141874719689,0.0591593149974053,0.5015038528461347,57.0,1585.0,6461.0,228.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.4349686689715082,0.08771929824561403,0.9024359930400199,0.030864197530864196,0.9654301289722111,0.045662100456621,0.495077645642817,25.0,785.0,7261.0,260.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.5287777383449785,0.042105263157894736,0.9506587124036788,0.029339853300733496,0.9655390053016915,0.034582132564841495,0.4963819877807868,12.0,397.0,7649.0,273.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.1672901570429976,0.8,0.232662192393736,0.03561387066541706,0.9704510108864697,0.06819201435621355,0.516331096196868,228.0,6174.0,1872.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external,0.1619188859152996,0.9017543859649123,0.15100671140939598,0.036258465011286684,0.9774738535800482,0.0697138206971382,0.5263805486871541,257.0,6831.0,1215.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.3482782360865326,0.1824561403508772,0.807979120059657,0.03256105197244834,0.9653994653994654,0.05526036131774707,0.4952176302052671,52.0,1545.0,6501.0,233.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.4817978379793249,0.10175438596491228,0.9055431270196371,0.036755386565272496,0.966056748872978,0.05400372439478585,0.5036487564922747,29.0,760.0,7286.0,256.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.5811140031112478,0.04912280701754386,0.9526472781506339,0.035443037974683546,0.965851814516129,0.04117647058823529,0.5008850425840888,14.0,381.0,7665.0,271.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.1659670271115589,0.8,0.2370121799652001,0.035809643474163655,0.9709775967413442,0.06855081178592903,0.5185060899826001,228.0,6139.0,1907.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external,0.1588266103123128,0.9017543859649123,0.14504101416853094,0.03601457399103139,0.9765690376569037,0.06926290257377712,0.5233977000667216,257.0,6879.0,1167.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.3752434284929263,0.16842105263157894,0.8058662689535173,0.02981366459627329,0.9647373902693052,0.05065963060686015,0.4871436607925481,48.0,1562.0,6484.0,237.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.4769442613848648,0.07368421052631578,0.9096445438727317,0.02807486631016043,0.9651852828695767,0.04065827686350436,0.49166437719952377,21.0,727.0,7319.0,264.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.552205548075936,0.03859649122807018,0.9567486950037286,0.03064066852367688,0.9656297039638736,0.034161490683229816,0.4976725931158994,11.0,348.0,7698.0,274.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.1946784334756012,0.8,0.24459358687546606,0.03615604186489058,0.9718518518518519,0.06918525261720528,0.522296793437733,228.0,6078.0,1968.0,57.0,8331.0,285.0,8046.0,sensitivity>=0.800,,0.8
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external,0.1838944079269111,0.9017543859649123,0.1373353218990803,0.035704362322867465,0.9752868490732568,0.06868902846451957,0.5195448539319963,257.0,6941.0,1105.0,28.0,8331.0,285.0,8046.0,sensitivity>=0.900,,0.9
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.3597889501037052,0.17894736842105263,0.8001491424310216,0.03074141048824593,0.9649280575539568,0.05246913580246913,0.48954825542603714,51.0,1608.0,6438.0,234.0,8331.0,285.0,8046.0,specificity>=0.800,0.8,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.4764446922804553,0.08070175438596491,0.9033059905543127,0.02871410736579276,0.9652058432934927,0.0423572744014733,0.4920038724701388,23.0,778.0,7268.0,262.0,8331.0,285.0,8046.0,specificity>=0.900,0.9,
external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external,0.5644837432960779,0.0456140350877193,0.9523987074322645,0.03282828282828283,0.9657214870825457,0.0381791483113069,0.4990063712599919,13.0,383.0,7663.0,272.0,8331.0,285.0,8046.0,specificity>=0.950,0.95,
