recalibration_method,n_samples,n_positive,n_negative,observed_prevalence,mean_probability,calibration_gap,ece,mce,brier,nll,n_bins,non_empty_bins,abs_calibration_gap,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,threshold,prediction_source,model_name,modality,feature_strategy,dataset,calibration_method,split,source_prevalence_for_offset,target_prevalence_for_offset,prevalence_offset
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.0384973962787764,0.00428781759674543,0.004287817596745435,0.06677912357584186,0.03357159289372263,0.15497395206918793,10,2,0.00428781759674543,0.5139269376523585,0.04093888530331618,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,catboost,cough,drop_high_shift,coughvid,platt,external,0.2968400902260948,0.03420957868203097,-2.4780504156817695
source_calibrated,8331,285,8046,0.03420957868203097,0.3049693548165967,0.27075977613456575,0.2707597761345658,0.5084584758708833,0.11738031820683575,0.40624795825892146,10,6,0.27075977613456575,0.4876988020635731,0.044400181147651874,0.5025772858694088,0.05263157894736842,0.9525229927914491,0.04398826979472141,0.5,external_model_grid_predictions,catboost,cough,top_stable_120,coughvid,platt,external,0.3049693548165967,0.03420957868203097,-2.5166965294075245
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03666739927335571,0.0024578205913247386,0.0024578205913247404,0.02875141687968391,0.03340251648528513,0.15379402271432885,10,2,0.0024578205913247386,0.4876988020635731,0.044400181147651874,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,catboost,cough,top_stable_120,coughvid,platt,external,0.3049693548165967,0.03420957868203097,-2.5166965294075245
source_calibrated,8331,285,8046,0.03420957868203097,0.3203648205204593,0.28615524183842833,0.28615524183842833,0.6103176486524665,0.12108954265364223,0.4202106645520116,10,6,0.28615524183842833,0.4860743706145802,0.03691969787051844,0.5071516412208747,0.031578947368421054,0.9827243350733283,0.04157043879907621,0.5,external_model_grid_predictions,catboost,cough,top_stable_50,coughvid,platt,external,0.3203648205204593,0.03420957868203097,-2.588345429344953
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03549176312026899,0.001282184438238021,0.0012821844382380212,0.10307187871254325,0.03320789151503521,0.15197874459571536,10,2,0.001282184438238021,0.4860743706145802,0.03691969787051844,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,catboost,cough,top_stable_50,coughvid,platt,external,0.3203648205204593,0.03420957868203097,-2.588345429344953
source_calibrated,8331,285,8046,0.03420957868203097,0.3022306601330648,0.26802108145103387,0.2680210814510338,0.5070404735000005,0.11600969351784567,0.4028175242161593,10,6,0.26802108145103387,0.488048109336229,0.04224022184978921,0.5028258565877781,0.05263157894736842,0.9530201342281879,0.04424778761061947,0.5,external_model_grid_predictions,catboost,cough,top_stable_80,coughvid,platt,external,0.3022306601330648,0.03420957868203097,-2.5037430838575743
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036683303283513255,0.002473724601482284,0.002473724601482289,0.05687510118389826,0.033418750280159094,0.15388911578252273,10,2,0.002473724601482284,0.488048109336229,0.04224022184978921,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,catboost,cough,top_stable_80,coughvid,platt,external,0.3022306601330648,0.03420957868203097,-2.5037430838575743
source_calibrated,8331,285,8046,0.03420957868203097,0.24924603034715986,0.21503645166512889,0.21503645166512886,0.681328199776308,0.09897131202266989,0.35158285960433294,10,7,0.21503645166512889,0.5182298276140264,0.03858922190051838,0.5174686343001426,0.12280701754385964,0.9121302510564255,0.06815968841285297,0.5,external_model_grid_predictions,lightgbm,cough,all,coughvid,platt,external,0.24924603034715986,0.03420957868203097,-2.2378036601333413
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.040863851975987076,0.006654273293956105,0.011992291621235093,0.17542757543301526,0.0345304038170854,0.1583117652795453,10,3,0.006654273293956105,0.5182298276140264,0.03858922190051838,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,lightgbm,cough,all,coughvid,platt,external,0.24924603034715986,0.03420957868203097,-2.2378036601333413
source_calibrated,8331,285,8046,0.03420957868203097,0.28977832130400366,0.2555687426219727,0.2555687426219727,0.6772338402135528,0.1162659414189607,0.39710715763877913,10,7,0.2555687426219727,0.5157044363331894,0.038170068071540476,0.5230810994675353,0.15789473684210525,0.8882674620929655,0.07323026851098453,0.5,external_model_grid_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.28977832130400366,0.03420957868203097,-2.4439802487960747
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03947416723058005,0.005264588548549082,0.00721814092263732,0.08709683352131824,0.03385246967198306,0.15554717028366913,10,2,0.005264588548549082,0.5157044363331894,0.038170068071540476,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,lightgbm,cough,drop_high_shift,coughvid,platt,external,0.28977832130400366,0.03420957868203097,-2.4439802487960747
source_calibrated,8331,285,8046,0.03420957868203097,0.2999486723834632,0.2657390937014322,0.2657390937014322,0.5548974076308092,0.11498939038233004,0.4006702868250605,10,6,0.2657390937014322,0.49578738045710846,0.042065939230411534,0.4997285346102019,0.07017543859649122,0.9292816306239126,0.04576659038901602,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_120,coughvid,platt,external,0.2999486723834632,0.03420957868203097,-2.492898882682519
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.037009109072755376,0.0027995303907244057,0.002799530390724409,0.060847289527373775,0.03349672374180967,0.15382937390198645,10,2,0.0027995303907244057,0.49578738045710846,0.042065939230411534,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_120,coughvid,platt,external,0.2999486723834632,0.03420957868203097,-2.492898882682519
source_calibrated,8331,285,8046,0.03420957868203097,0.31455333708867417,0.2803437584066432,0.2803437584066432,0.4926109650196515,0.11874560786279079,0.4135170062705907,10,6,0.2803437584066432,0.4976651796032462,0.040303452765261705,0.5049243167575912,0.04912280701754386,0.9607258264976386,0.04552845528455285,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_50,coughvid,platt,external,0.31455333708867417,0.03420957868203097,-2.5615241388829633
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03588304856709423,0.0016734698850632626,0.0016734698850632702,0.044828222445674235,0.03322479094772402,0.15154573107636302,10,2,0.0016734698850632626,0.4976651796032462,0.040303452765261705,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_50,coughvid,platt,external,0.31455333708867417,0.03420957868203097,-2.5615241388829633
source_calibrated,8331,285,8046,0.03420957868203097,0.29718433644260805,0.2629747577605771,0.26297475776057705,0.5408030109578061,0.11350473447207846,0.39705155834089456,10,6,0.2629747577605771,0.4949854128236325,0.0414076926681148,0.5005841411881681,0.06666666666666667,0.9345016157096694,0.0457280385078219,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_80,coughvid,platt,external,0.29718433644260805,0.03420957868203097,-2.4796991365103667
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03697136264869108,0.00276178396666011,0.0027617839666601116,0.06718174085444456,0.033497762838738177,0.15391399461298083,10,2,0.00276178396666011,0.4949854128236325,0.0414076926681148,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,lightgbm,cough,top_stable_80,coughvid,platt,external,0.29718433644260805,0.03420957868203097,-2.4796991365103667
source_calibrated,8331,285,8046,0.03420957868203097,0.23644199158113574,0.20223241289910476,0.20223241289910474,0.5619397032116555,0.08454845393574144,0.3225005932833804,10,6,0.20223241289910476,0.5098656409853867,0.037953942801198945,0.5084043068147625,0.04912280701754386,0.9676858066119811,0.05008944543828265,0.5,external_model_grid_predictions,logistic_regression,cough,all,coughvid,platt,external,0.23644199158113574,0.03420957868203097,-2.1681549726150697
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03707153434807563,0.0028619556660446563,0.0029513729699852166,0.07736556049003977,0.03351119127914052,0.15367999255359072,10,2,0.0028619556660446563,0.5098656409853867,0.037953942801198945,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,all,coughvid,platt,external,0.23644199158113574,0.03420957868203097,-2.1681549726150697
source_calibrated,8331,285,8046,0.03420957868203097,0.30524324701911876,0.2710336683370878,0.2710336683370878,0.6129098507874755,0.11883681447995198,0.4086301898256503,10,6,0.2710336683370878,0.48276227481455314,0.03566430591249229,0.5094659654355874,0.08070175438596491,0.93823017648521,0.05714285714285714,0.5,external_model_grid_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.30524324701911876,0.03420957868203097,-2.5179883736086586
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03695121828621146,0.0027416396041804875,0.0027416396041804966,0.04401627554107798,0.03344841203492717,0.1547155127091052,10,2,0.0027416396041804875,0.48276227481455314,0.03566430591249229,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,drop_high_shift,coughvid,platt,external,0.30524324701911876,0.03420957868203097,-2.5179883736086586
source_calibrated,8331,285,8046,0.03420957868203097,0.2922492349117716,0.2580396562297407,0.2580396562297406,0.5674308951552295,0.11048176969619412,0.38935645827601273,10,7,0.2580396562297407,0.515641203431148,0.03708432663911589,0.5033851407041092,0.05263157894736842,0.9541387024608501,0.04484304932735426,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_120,coughvid,platt,external,0.2922492349117716,0.03420957868203097,-2.4559561496598112
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03682745817724366,0.002617879495212687,0.0026178794952126873,0.06175307937340323,0.033376116571591105,0.15291952949552073,10,2,0.002617879495212687,0.515641203431148,0.03708432663911589,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_120,coughvid,platt,external,0.2922492349117716,0.03420957868203097,-2.4559561496598112
source_calibrated,8331,285,8046,0.03420957868203097,0.3187214757169859,0.28451189703495494,0.28451189703495494,0.5062109936446615,0.11509225252725755,0.4107957820421467,10,4,0.28451189703495494,0.534794231414978,0.04217596348257965,0.4998757146408153,0.0,0.9997514292816306,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_50,coughvid,platt,external,0.3187214757169859,0.03420957868203097,-2.5807875611546374
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03451252894861564,0.0003029502665846673,0.0003029502665846673,0.0003029502665846673,0.03301603156585579,0.14882227174338933,10,1,0.0003029502665846673,0.534794231414978,0.04217596348257965,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_50,coughvid,platt,external,0.3187214757169859,0.03420957868203097,-2.5807875611546374
source_calibrated,8331,285,8046,0.03420957868203097,0.295540132420312,0.26133055373828107,0.2613305537382811,0.5287300255704253,0.1109150120105246,0.39174826578273847,10,7,0.26133055373828107,0.5184517969046405,0.038637814708877664,0.5066787027225035,0.05263157894736842,0.9607258264976386,0.048701298701298704,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_80,coughvid,platt,external,0.295540132420312,0.03420957868203097,-2.4718144478827546
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03650508191346579,0.00229550323143482,0.002295503231434833,0.027908646003291113,0.03330327426459508,0.15222084759263216,10,2,0.00229550323143482,0.5184517969046405,0.038637814708877664,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,logistic_regression,cough,top_stable_80,coughvid,platt,external,0.295540132420312,0.03420957868203097,-2.4718144478827546
source_calibrated,8331,285,8046,0.03420957868203097,0.2848847746271638,0.2506751959451328,0.25067519594513277,0.49314497327516593,0.10203956224734188,0.37371686605459237,10,6,0.2506751959451328,0.5239661420516242,0.03945242298860676,0.5036284783547235,0.021052631578947368,0.9862043251304996,0.029850746268656716,0.5,external_model_grid_predictions,random_forest,cough,all,coughvid,platt,external,0.2848847746271638,0.03420957868203097,-2.4200822871271814
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03570176964212485,0.0014921909600938768,0.0014921909600938699,0.022426192061452854,0.033166463436116046,0.15059068971362108,10,2,0.0014921909600938768,0.5239661420516242,0.03945242298860676,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,random_forest,cough,all,coughvid,platt,external,0.2848847746271638,0.03420957868203097,-2.4200822871271814
source_calibrated,8331,285,8046,0.03420957868203097,0.30362904134591334,0.2694194626638824,0.26941946266388234,0.5489251462997509,0.11201089681286784,0.39792436265808084,10,6,0.2694194626638824,0.5185512251919882,0.036993618784395915,0.5000098120020409,0.017543859649122806,0.982475764354959,0.02320185614849188,0.5,external_model_grid_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.30362904134591334,0.03420957868203097,-2.5103653648753594
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.035695177918891374,0.0014855992368604035,0.0014855992368604121,0.07782510195568014,0.03319686296632627,0.15093883767673472,10,2,0.0014855992368604035,0.5185512251919882,0.036993618784395915,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,random_forest,cough,drop_high_shift,coughvid,platt,external,0.30362904134591334,0.03420957868203097,-2.5103653648753594
source_calibrated,8331,285,8046,0.03420957868203097,0.30793352647140393,0.273723947789373,0.2737239477893729,0.6248160024168152,0.1118241797395279,0.40063128159092265,10,6,0.273723947789373,0.48886315963909277,0.03378311668884447,0.5040346952392166,0.014035087719298246,0.994034302759135,0.02373887240356083,0.5,external_model_grid_predictions,random_forest,cough,top_stable_120,coughvid,platt,external,0.30793352647140393,0.03420957868203097,-2.5306430977600742
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03501751117024651,0.0008079324882155417,0.0008079324882155441,0.11705671028167243,0.03316528541423921,0.1506910544494493,10,2,0.0008079324882155417,0.48886315963909277,0.03378311668884447,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,random_forest,cough,top_stable_120,coughvid,platt,external,0.30793352647140393,0.03420957868203097,-2.5306430977600742
source_calibrated,8331,285,8046,0.03420957868203097,0.31910474896559815,0.2848951702835672,0.28489517028356715,0.4738068798241761,0.11680964632528504,0.4135386187980328,10,5,0.2848951702835672,0.4977615552677368,0.035881282110951214,0.5011473501053155,0.007017543859649123,0.9952771563509819,0.012307692307692308,0.5,external_model_grid_predictions,random_forest,cough,top_stable_50,coughvid,platt,external,0.31910474896559815,0.03420957868203097,-2.5825521098660396
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03478542729519967,0.0005758486131687002,0.0005758486131687002,0.0005758486131687002,0.03309957548428134,0.1499410995122815,10,1,0.0005758486131687002,0.4977615552677368,0.035881282110951214,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,random_forest,cough,top_stable_50,coughvid,platt,external,0.31910474896559815,0.03420957868203097,-2.5825521098660396
source_calibrated,8331,285,8046,0.03420957868203097,0.3036734885428181,0.26946390986078717,0.26946390986078717,0.6023914322496389,0.11009245611628533,0.3958907274181202,10,6,0.26946390986078717,0.4902948397591045,0.033511410804589664,0.5015967397987885,0.010526315789473684,0.9926671638081034,0.01729106628242075,0.5,external_model_grid_predictions,random_forest,cough,top_stable_80,coughvid,platt,external,0.3036734885428181,0.03420957868203097,-2.5105755696091134
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.035149870480516064,0.0009402917984850934,0.000940291798485101,0.10635851066966902,0.033192158293944285,0.1509418689966488,10,2,0.0009402917984850934,0.4902948397591045,0.033511410804589664,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,random_forest,cough,top_stable_80,coughvid,platt,external,0.3036734885428181,0.03420957868203097,-2.5105755696091134
source_calibrated,8331,285,8046,0.03420957868203097,0.26541355184411886,0.23120397316208788,0.2312039731620879,0.6670226918239953,0.1064869870620157,0.3693080216136242,10,8,0.23120397316208788,0.5081790668568015,0.03682626373285325,0.5079843531274121,0.09824561403508772,0.9177230922197365,0.057435897435897436,0.5,external_model_grid_predictions,xgboost,cough,all,coughvid,platt,external,0.26541355184411886,0.03420957868203097,-2.322422669502766
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.039584375859496604,0.005374797177465633,0.006252257070234576,0.16362484297041918,0.03403496657494487,0.15830052782480059,10,3,0.005374797177465633,0.5081790668568015,0.03682626373285325,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,xgboost,cough,all,coughvid,platt,external,0.26541355184411886,0.03420957868203097,-2.322422669502766
source_calibrated,8331,285,8046,0.03420957868203097,0.29856932903456657,0.2643597503525356,0.2643597503525356,0.6023393723110255,0.11934484853753967,0.40555220242065665,10,8,0.2643597503525356,0.5000682479253067,0.03940096047115131,0.5022528356685898,0.09473684210526316,0.9097688292319165,0.05202312138728324,0.5,external_model_grid_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.29856932903456657,0.03420957868203097,-2.486321271219744
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03823547624447882,0.004025897562447846,0.0040258975624478475,0.06668730767271941,0.0336271148015134,0.15591998837417725,10,2,0.004025897562447846,0.5000682479253067,0.03940096047115131,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,xgboost,cough,drop_high_shift,coughvid,platt,external,0.29856932903456657,0.03420957868203097,-2.486321271219744
source_calibrated,8331,285,8046,0.03420957868203097,0.30196183346739536,0.2677522547853644,0.26775225478536435,0.5076349422887328,0.11602534652184537,0.40279175022693636,10,6,0.2677522547853644,0.4843077741582393,0.04196070948573093,0.5032752462812512,0.056140350877192984,0.9504101416853095,0.045714285714285714,0.5,external_model_grid_predictions,xgboost,cough,top_stable_120,coughvid,platt,external,0.30196183346739536,0.03420957868203097,-2.502468021268765
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.036716969772288985,0.002507391090258014,0.0025073910902580223,0.0448263610426505,0.033427817132435075,0.15409638530469488,10,2,0.002507391090258014,0.4843077741582393,0.04196070948573093,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,xgboost,cough,top_stable_120,coughvid,platt,external,0.30196183346739536,0.03420957868203097,-2.502468021268765
source_calibrated,8331,285,8046,0.03420957868203097,0.3205852315245462,0.28637565284251526,0.28637565284251526,0.4637702497964341,0.12003606144503438,0.4189658568254478,10,5,0.28637565284251526,0.4840587673508903,0.036119491886915385,0.5039248008163586,0.017543859649122806,0.9903057419835943,0.02717391304347826,0.5,external_model_grid_predictions,xgboost,cough,top_stable_50,coughvid,platt,external,0.3205852315245462,0.03420957868203097,-2.589357553225148
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03521764068634541,0.0010080620043144417,0.0010080620043144417,0.0010080620043144417,0.03318600004235125,0.15157477809296138,10,1,0.0010080620043144417,0.4840587673508903,0.036119491886915385,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,xgboost,cough,top_stable_50,coughvid,platt,external,0.3205852315245462,0.03420957868203097,-2.589357553225148
source_calibrated,8331,285,8046,0.03420957868203097,0.29777958477681626,0.2635700060947853,0.26357000609478526,0.4934375356340108,0.11317246284038875,0.39662756271411004,10,6,0.2635700060947853,0.48012044777616425,0.041862330124534636,0.5083088033282311,0.056140350877192984,0.9604772557792692,0.051696284329563816,0.5,external_model_grid_predictions,xgboost,cough,top_stable_80,coughvid,platt,external,0.29777958477681626,0.03420957868203097,-2.4825474001284586
target_prevalence_intercept,8331,285,8046,0.03420957868203097,0.03651743878622484,0.0023078601041938707,0.002512718317378603,0.0185508018917602,0.03342591225902844,0.1540814870101156,10,2,0.0023078601041938707,0.48012044777616425,0.041862330124534636,0.5,0.0,1.0,0.0,0.5,external_model_grid_predictions,xgboost,cough,top_stable_80,coughvid,platt,external,0.29777958477681626,0.03420957868203097,-2.4825474001284586
