bin_index,probability_lower,probability_upper,n_samples,n_positive,n_negative,mean_probability,observed_positive_rate,calibration_gap,abs_calibration_gap,prediction_source,model_name,modality,feature_strategy,fusion_method,dataset,calibration_method,split
5,0.5,0.6000000000000001,434,12,422,0.5428054555319338,0.027649769585253458,0.5151556859466804,0.5151556859466804,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,155,4,151,0.6384450923748716,0.025806451612903226,0.6126386407619684,0.6126386407619684,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,20,0,20,0.7216026569329569,0.0,0.7216026569329569,0.7216026569329569,external_model_grid_opensmile_egemaps_predictions,catboost,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,4096,141,3955,0.17133691833506776,0.034423828125,0.13691309021006776,0.13691309021006776,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,2233,82,2151,0.2398550299474875,0.03672189879086431,0.20313313115662318,0.20313313115662318,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,859,25,834,0.34570811665126466,0.02910360884749709,0.3166045078037676,0.3166045078037676,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
4,0.4,0.5,499,16,483,0.4469272408902251,0.03206412825651302,0.4148631126337121,0.4148631126337121,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,366,9,357,0.5464726319581255,0.02459016393442623,0.5218824680236992,0.5218824680236992,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,215,6,209,0.644469047842849,0.027906976744186046,0.6165620710986629,0.6165620710986629,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,63,6,57,0.7224093390439431,0.09523809523809523,0.6271712438058479,0.6271712438058479,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,all,,coughvid,platt,external
1,0.1,0.2,4316,142,4174,0.17173160133212795,0.032900834105653386,0.13883076722647456,0.13883076722647456,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,2184,83,2101,0.2400087504962619,0.038003663003663,0.2020050874925989,0.2020050874925989,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,833,30,803,0.3446183765771498,0.03601440576230492,0.30860397081484486,0.30860397081484486,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,473,14,459,0.4462130226991586,0.02959830866807611,0.41661471403108247,0.41661471403108247,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,313,11,302,0.5453497211974456,0.03514376996805112,0.5102059512293945,0.5102059512293945,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,183,5,178,0.6384652100380616,0.0273224043715847,0.6111428056664768,0.6111428056664768,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,29,0,29,0.7169094930146872,0.0,0.7169094930146872,0.7169094930146872,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,4075,136,3939,0.1694446488155276,0.033374233128834356,0.13607041568669323,0.13607041568669323,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,2182,80,2102,0.23837968887554303,0.03666361136571952,0.2017160775098235,0.2017160775098235,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,867,32,835,0.3447006452552043,0.03690888119953864,0.30779176405566566,0.30779176405566566,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,504,10,494,0.44827088546118365,0.01984126984126984,0.42842961561991383,0.42842961561991383,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,377,17,360,0.5485160013011747,0.04509283819628647,0.5034231631048882,0.5034231631048882,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,239,3,236,0.6470554664822872,0.012552301255230125,0.6345031652270571,0.6345031652270571,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,87,7,80,0.7289631808621218,0.08045977011494253,0.6485034107471792,0.6485034107471792,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,2384,71,2313,0.18527059763691484,0.02978187919463087,0.15548871844228396,0.15548871844228396,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,3325,130,3195,0.23872603300846587,0.039097744360902256,0.1996282886475636,0.1996282886475636,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,1254,50,1204,0.34504845980073007,0.03987240829346093,0.3051760515072691,0.3051760515072691,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,761,18,743,0.4456164590719903,0.023653088042049936,0.4219633710299404,0.4219633710299404,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,464,12,452,0.5482328736135365,0.02586206896551724,0.5223708046480192,0.5223708046480192,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,143,4,139,0.6287096680705269,0.027972027972027972,0.6007376400984988,0.6007376400984988,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,3290,101,3189,0.1785555983680435,0.030699088145896655,0.14785651022214685,0.14785651022214685,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,2672,106,2566,0.23974562812037464,0.03967065868263473,0.20007496943773992,0.20007496943773992,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1051,38,1013,0.34524226299844635,0.03615604186489058,0.30908622113355577,0.30908622113355577,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,630,19,611,0.4457435985448449,0.03015873015873016,0.41558486838611475,0.41558486838611475,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,417,11,406,0.5458809859978552,0.026378896882494004,0.5195020891153612,0.5195020891153612,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,253,9,244,0.6430983787350302,0.03557312252964427,0.6075252562053859,0.6075252562053859,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,18,1,17,0.7115948429923463,0.05555555555555555,0.6560392874367907,0.6560392874367907,external_model_grid_opensmile_egemaps_predictions,lightgbm,cough,top_stable_80,,coughvid,platt,external
0,0.0,0.1,1414,32,1382,0.08895075245676681,0.02263083451202263,0.06631991794474418,0.06631991794474418,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
1,0.1,0.2,4185,144,4041,0.14058274765991663,0.034408602150537634,0.106174145509379,0.106174145509379,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,1468,57,1411,0.241924925359927,0.0388283378746594,0.2030965874852676,0.2030965874852676,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,658,23,635,0.3439845444307956,0.034954407294832825,0.3090301371359628,0.3090301371359628,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
4,0.4,0.5,349,20,329,0.4428186179421551,0.05730659025787966,0.38551202768427545,0.38551202768427545,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,171,6,165,0.5408217976175878,0.03508771929824561,0.5057340783193421,0.5057340783193421,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,67,2,65,0.6360972405576033,0.029850746268656716,0.6062464942889466,0.6062464942889466,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,19,1,18,0.7351972697791449,0.05263157894736842,0.6825656908317765,0.6825656908317765,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,all,,coughvid,platt,external
0,0.0,0.1,1090,21,1069,0.08982394610002227,0.01926605504587156,0.07055789105415071,0.07055789105415071,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,3808,128,3680,0.1426483569057913,0.03361344537815126,0.10903491152764005,0.10903491152764005,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,1659,70,1589,0.24386278856557184,0.04219409282700422,0.2016686957385676,0.2016686957385676,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,929,37,892,0.3445446939098965,0.03982777179763186,0.30471692211226464,0.30471692211226464,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,496,17,479,0.4490357864216235,0.034274193548387094,0.41476159287323644,0.41476159287323644,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,254,8,246,0.544001280267955,0.031496062992125984,0.5125052172758291,0.5125052172758291,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,80,4,76,0.6352500308204341,0.05,0.585250030820434,0.585250030820434,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,15,0,15,0.7353664086993827,0.0,0.7353664086993827,0.7353664086993827,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,drop_high_shift,,coughvid,platt,external
0,0.0,0.1,1414,32,1382,0.08895075248353564,0.02263083451202263,0.066319917971513,0.066319917971513,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,4185,144,4041,0.14058274779364988,0.034408602150537634,0.10617414564311224,0.10617414564311224,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,1468,57,1411,0.24192492547658556,0.0388283378746594,0.20309658760192617,0.20309658760192617,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,658,23,635,0.34398454446611804,0.034954407294832825,0.3090301371712852,0.3090301371712852,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,349,20,329,0.4428186177840822,0.05730659025787966,0.38551202752620256,0.38551202752620256,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,171,6,165,0.540821797451318,0.03508771929824561,0.5057340781530724,0.5057340781530724,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,67,2,65,0.6360972402285683,0.029850746268656716,0.6062464939599116,0.6062464939599116,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,19,1,18,0.735197269575354,0.05263157894736842,0.6825656906279856,0.6825656906279856,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_120,,coughvid,platt,external
0,0.0,0.1,96,2,94,0.08852930224228601,0.020833333333333332,0.06769596890895269,0.06769596890895269,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,1743,58,1685,0.1590950184979646,0.03327596098680436,0.12581905751116024,0.12581905751116024,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,2557,107,2450,0.24898051236885818,0.041845913179507234,0.20713459918935095,0.20713459918935095,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,2078,65,2013,0.34782359647770855,0.03128007699711261,0.31654351948059595,0.31654351948059595,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,1195,34,1161,0.44356107328307626,0.028451882845188285,0.41510919043788796,0.41510919043788796,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,544,15,529,0.5406430177925305,0.027573529411764705,0.5130694883807658,0.5130694883807658,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,104,4,100,0.6324933567382297,0.038461538461538464,0.5940318182766913,0.5940318182766913,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,14,0,14,0.7432914019906132,0.0,0.7432914019906132,0.7432914019906132,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_50,,coughvid,platt,external
0,0.0,0.1,153,1,152,0.09102617993084838,0.006535947712418301,0.08449023221843008,0.08449023221843008,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,2240,77,2163,0.1553709480798385,0.034375,0.1209959480798385,0.1209959480798385,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,2605,101,2504,0.24777289018110277,0.03877159309021113,0.20900129709089163,0.20900129709089163,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,1831,55,1776,0.3474151748334978,0.030038230475150193,0.3173769443583476,0.3173769443583476,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,977,33,944,0.4450840033112348,0.033776867963152504,0.41130713534808233,0.41130713534808233,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,414,15,399,0.5414588548742093,0.036231884057971016,0.5052269708162382,0.5052269708162382,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,98,3,95,0.6335955187143325,0.030612244897959183,0.6029832738163733,0.6029832738163733,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,13,0,13,0.7246279345619886,0.0,0.7246279345619886,0.7246279345619886,external_model_grid_opensmile_egemaps_predictions,logistic_regression,cough,top_stable_80,,coughvid,platt,external
1,0.1,0.2,1779,61,1718,0.17155393873734123,0.034288926363125354,0.13726501237421587,0.13726501237421587,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,3960,141,3819,0.2467097859539681,0.035606060606060606,0.2111037253479075,0.2111037253479075,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,1788,51,1737,0.3423221192775323,0.028523489932885907,0.3137986293446464,0.3137986293446464,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
4,0.4,0.5,612,21,591,0.439867584919832,0.03431372549019608,0.40555385942963595,0.40555385942963595,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,145,9,136,0.5393113381014537,0.06206896551724138,0.4772423725842123,0.4772423725842123,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,35,1,34,0.6391839188784645,0.02857142857142857,0.6106124903070359,0.6106124903070359,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,12,1,11,0.7239627027053565,0.08333333333333333,0.6406293693720231,0.6406293693720231,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,all,,coughvid,platt,external
1,0.1,0.2,1592,47,1545,0.1709427445595957,0.029522613065326633,0.14142013149426907,0.14142013149426907,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,3853,129,3724,0.24779567950973977,0.03348040487931482,0.21431527463042493,0.21431527463042493,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,2001,77,1924,0.3419943567366144,0.0384807596201899,0.30351359711642445,0.30351359711642445,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,695,24,671,0.4398075154267451,0.034532374100719423,0.4052751413260257,0.4052751413260257,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,167,7,160,0.536404559452891,0.041916167664670656,0.49448839178822035,0.49448839178822035,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,20,1,19,0.6222968629814976,0.05,0.5722968629814975,0.5722968629814975,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,3,0,3,0.7107739538238755,0.0,0.7107739538238755,0.7107739538238755,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,1758,54,1704,0.17234975263115032,0.030716723549488054,0.14163302908166225,0.14163302908166225,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,3953,147,3806,0.24597638668830804,0.037186946622818115,0.20878944006548994,0.20878944006548994,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1816,54,1762,0.3404697320130475,0.02973568281938326,0.3107340491936642,0.3107340491936642,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,630,19,611,0.4387508579017507,0.03015873015873016,0.40859212774302056,0.40859212774302056,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,126,7,119,0.5352272815463053,0.05555555555555555,0.4796717259907497,0.4796717259907497,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,39,3,36,0.637277208477929,0.07692307692307693,0.5603541315548521,0.5603541315548521,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
7,0.7000000000000001,0.8,9,1,8,0.7255384551299328,0.1111111111111111,0.6144273440188217,0.6144273440188217,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,1137,22,1115,0.1740784991786964,0.019349164467897976,0.15472933471079842,0.15472933471079842,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
2,0.2,0.30000000000000004,4013,137,3876,0.2505410240667419,0.03413904809369549,0.2164019759730464,0.2164019759730464,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
3,0.30000000000000004,0.4,2217,90,2127,0.34189724024756946,0.04059539918809202,0.30130184105947744,0.30130184105947744,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
4,0.4,0.5,752,32,720,0.44047575071090084,0.0425531914893617,0.39792255922153913,0.39792255922153913,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
5,0.5,0.6000000000000001,181,3,178,0.5377399598633285,0.016574585635359115,0.5211653742279694,0.5211653742279694,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,27,0,27,0.6289045564886355,0.0,0.6289045564886355,0.6289045564886355,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
7,0.7000000000000001,0.8,4,1,3,0.7216431464508944,0.25,0.47164314645089445,0.47164314645089445,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_50,,coughvid,platt,external
1,0.1,0.2,1195,29,1166,0.1748032324302333,0.024267782426778243,0.15053545000345506,0.15053545000345506,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
2,0.2,0.30000000000000004,3847,142,3705,0.24828731842359034,0.036911879386534965,0.21137543903705536,0.21137543903705536,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
3,0.30000000000000004,0.4,2255,74,2181,0.3417341887033316,0.032815964523281595,0.30891822418005,0.30891822418005,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
4,0.4,0.5,795,34,761,0.4409803953793963,0.042767295597484274,0.39821309978191205,0.39821309978191205,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
5,0.5,0.6000000000000001,205,5,200,0.5344933142593203,0.024390243902439025,0.5101030703568813,0.5101030703568813,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,30,0,30,0.6315818999134941,0.0,0.6315818999134941,0.6315818999134941,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
7,0.7000000000000001,0.8,4,1,3,0.7216467424804247,0.25,0.4716467424804247,0.4716467424804247,external_model_grid_opensmile_egemaps_predictions,random_forest,cough,top_stable_80,,coughvid,platt,external
0,0.0,0.1,526,10,516,0.08934769894816154,0.019011406844106463,0.07033629210405508,0.07033629210405508,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
1,0.1,0.2,3104,115,2989,0.14957752809000144,0.03704896907216495,0.11252855901783648,0.11252855901783648,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
2,0.2,0.30000000000000004,2127,69,2058,0.24572568285239663,0.03244005641748942,0.2132856264349072,0.2132856264349072,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
3,0.30000000000000004,0.4,1214,52,1162,0.34570007827844235,0.042833607907743,0.30286647037069936,0.30286647037069936,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
4,0.4,0.5,741,19,722,0.44539198390316903,0.02564102564102564,0.41975095826214337,0.41975095826214337,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
5,0.5,0.6000000000000001,404,12,392,0.5412288926564384,0.0297029702970297,0.5115259223594086,0.5115259223594086,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,172,4,168,0.6379096774367188,0.023255813953488372,0.6146538634832304,0.6146538634832304,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
7,0.7000000000000001,0.8,43,4,39,0.7261468207055809,0.09302325581395349,0.6331235648916274,0.6331235648916274,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,all,,coughvid,platt,external
0,0.0,0.1,372,4,368,0.09318315786746491,0.010752688172043012,0.08243046969542189,0.08243046969542189,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
1,0.1,0.2,3278,111,3167,0.15065923742581624,0.0338621110433191,0.11679712638249715,0.11679712638249715,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
2,0.2,0.30000000000000004,2313,83,2230,0.24589082481004043,0.03588413316039775,0.2100066916496427,0.2100066916496427,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
3,0.30000000000000004,0.4,1262,45,1217,0.3450877608787943,0.03565768621236133,0.30943007466643296,0.30943007466643296,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
4,0.4,0.5,702,33,669,0.44358050473597127,0.04700854700854701,0.39657195772742426,0.39657195772742426,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
5,0.5,0.6000000000000001,330,7,323,0.5409635879995461,0.021212121212121213,0.5197514667874249,0.5197514667874249,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
6,0.6000000000000001,0.7000000000000001,69,2,67,0.6358295548226932,0.028985507246376812,0.6068440475763164,0.6068440475763164,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
7,0.7000000000000001,0.8,5,0,5,0.7262486593512137,0.0,0.7262486593512137,0.7262486593512137,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,drop_high_shift,,coughvid,platt,external
0,0.0,0.1,505,9,496,0.08924806688455324,0.01782178217821782,0.07142628470633541,0.07142628470633541,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
1,0.1,0.2,3083,107,2976,0.14993141764603587,0.03470645475186507,0.11522496289417081,0.11522496289417081,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
2,0.2,0.30000000000000004,2158,77,2081,0.24583043696703963,0.03568118628359592,0.2101492506834437,0.2101492506834437,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
3,0.30000000000000004,0.4,1256,48,1208,0.34567767351932094,0.03821656050955414,0.3074611130097668,0.3074611130097668,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
4,0.4,0.5,712,27,685,0.4478816247427202,0.037921348314606744,0.40996027642811345,0.40996027642811345,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
5,0.5,0.6000000000000001,418,8,410,0.5442954622540294,0.019138755980861243,0.5251567062731681,0.5251567062731681,external_model_grid_opensmile_egemaps_predictions,xgboost,cough,top_stable_120,,coughvid,platt,external
