feature,source_mean,external_mean,source_std,external_std,standardized_mean_difference,abs_standardized_mean_difference,ks_statistic,n_source,n_external
beats_official_dim_0594,0.07557075535657626,0.1077290035164348,0.130008018793135,0.13136851554923762,0.24604269923995473,0.24604269923995473,0.12342990966635292,4094,8331
beats_official_dim_0083,-0.01654200164448174,-0.05907082705939142,0.1723735655117339,0.17390662735811618,-0.2456077346496517,0.2456077346496517,0.09692359195210709,4094,8331
beats_official_dim_0530,0.024489126939730852,0.05635696681002391,0.1288288142165256,0.13100631141083724,0.245261952214109,0.245261952214109,0.11957795666909843,4094,8331
beats_official_dim_0276,0.05972493571531473,0.03516340246265713,0.10655123163430472,0.09468631327444674,-0.2436586127218466,0.2436586127218466,0.09575644541487738,4094,8331
beats_official_dim_0073,-0.0981718952376085,-0.07425551468044464,0.10414359478736972,0.0919949641468103,0.24338273659880225,0.24338273659880225,0.12413703487196248,4094,8331
beats_official_dim_0196,0.21190004780274013,0.24876702984043342,0.15274935980699064,0.1502564154016251,0.243311255471281,0.243311255471281,0.14533765595060316,4094,8331
beats_official_dim_0003,-0.20815535347034797,-0.23587092359414522,0.12006031520003331,0.10855276288427482,-0.2421376529730426,0.2421376529730426,0.11408291537067605,4094,8331
beats_official_dim_0013,-0.11086721563909055,-0.08334813623073574,0.12179133725519549,0.10554584182433459,0.24146039683818601,0.24146039683818601,0.11398525246082097,4094,8331
beats_official_dim_0322,-0.05818439019890307,-0.08363281798475257,0.108801621846419,0.1045517823333646,-0.23848723555792567,0.23848723555792567,0.0820520024063015,4094,8331
beats_official_dim_0660,0.06074838113297205,0.09333847468273354,0.14920695010958082,0.12571843822783632,0.23619986425640038,0.23619986425640038,0.09745600287376996,4094,8331
beats_official_dim_0727,0.17587657699900197,0.14599964315600739,0.12604302740987103,0.12737714339962283,-0.23576504095205866,0.23576504095205866,0.12353487310594496,4094,8331
beats_official_dim_0750,-0.013177337870625633,0.025025912952796547,0.1428689586700311,0.18011334613138927,0.2349885231582537,0.2349885231582537,0.10437192076702828,4094,8331
beats_official_dim_0751,-0.05398201605554569,-0.08396715808422414,0.12197765881900133,0.1334341265661816,-0.23454186315882317,0.23454186315882317,0.09421327761709769,4094,8331
beats_official_dim_0551,0.650995681129335,0.721276517961138,0.2970967401963151,0.30498307370487376,0.23341910328700685,0.23341910328700685,0.09299323888852051,4094,8331
beats_official_dim_0209,0.3434818085492483,0.37948536430283886,0.15670475454528895,0.15223221264224476,0.23303441142657608,0.23303441142657608,0.0970572884003027,4094,8331
beats_official_dim_0200,0.10969714687454708,0.1438791895218745,0.15078947442097548,0.14289929148189975,0.23267178278814102,0.23267178278814102,0.1027165769581091,4094,8331
beats_official_dim_0684,-0.03901613307374126,-0.061341354513095574,0.09785689516730628,0.09660643157203085,-0.2295828012341314,0.2295828012341314,0.10125409613959135,4094,8331
beats_official_dim_0596,0.0781937056651917,0.04151212321046984,0.1574768356612535,0.1645612560821562,-0.227733430787326,0.227733430787326,0.10109527296856602,4094,8331
beats_official_dim_0651,-0.06484300311699667,-0.10226234263346413,0.16956230257206015,0.16121980626386143,-0.2261547878771851,0.2261547878771851,0.11234453903077224,4094,8331
beats_official_dim_0377,-0.1931753381684008,-0.23095021544238442,0.17648157752249818,0.15735810107759443,-0.22591373116477553,0.22591373116477553,0.08359842465709655,4094,8331
beats_official_dim_0465,-0.032124710463223,-0.05215419356147781,0.10116269573065216,0.07408114439653686,-0.2258855756927821,0.2258855756927821,0.09933927567134526,4094,8331
beats_official_dim_0059,0.2397282098509579,0.20782731625028955,0.13662046659609334,0.14573019420501115,-0.22582885090065943,0.22582885090065943,0.08980264351888584,4094,8331
beats_official_dim_0511,0.0008875674090189224,-0.024971184313429262,0.1213075747401973,0.10782736776362471,-0.22529669752887968,0.22529669752887968,0.08677526922975659,4094,8331
beats_official_dim_0330,-0.07343726432382885,-0.1004826361116765,0.13183532256955516,0.10885003157517692,-0.2236967858308647,0.2236967858308647,0.11063161192706017,4094,8331
beats_official_dim_0101,0.07955619519767372,0.058774940896337315,0.10093222795843179,0.08502481446396222,-0.2226711971206717,0.2226711971206717,0.11536648923154269,4094,8331
beats_official_dim_0721,-0.0975146403341548,-0.12279277862797093,0.10607028429818915,0.12093649799915962,-0.22221284926007526,0.22221284926007526,0.10270710679302858,4094,8331
beats_official_dim_0132,0.1496451872601755,0.17480534869713205,0.1102224775255479,0.11634006691384605,0.22200267787509104,0.22200267787509104,0.09169101789145806,4094,8331
beats_official_dim_0703,0.18727026411204356,0.21944143139077035,0.15688935384025987,0.1332941291277069,0.22097921971837894,0.22097921971837894,0.11908366096292988,4094,8331
beats_official_dim_0599,0.06765700242053176,0.09217028802870075,0.12720311786264762,0.09279903870119095,0.22014786807232756,0.22014786807232756,0.07512602796003204,4094,8331
beats_official_dim_0602,0.032526878460788104,0.058945774182784606,0.13303092672935227,0.10536806391984861,0.22013716006290981,0.22013716006290981,0.09145077475625762,4094,8331
beats_official_dim_0204,-0.05455097360715458,-0.016550934366069893,0.1618183874075246,0.18386464160648078,0.21938994138842177,0.21938994138842177,0.09362571691055421,4094,8331
beats_official_dim_0359,-0.011449648154342632,0.012231669328639165,0.11155235681980831,0.10443869686500847,0.21914129982931216,0.21914129982931216,0.09581561195708321,4094,8331
beats_official_dim_0180,0.10504632019637891,0.12032501590651773,0.06669654867038363,0.07292995220210302,0.2186138721135713,0.2186138721135713,0.10529908804362631,4094,8331
beats_official_dim_0027,0.2634106733220695,0.3289711167199322,0.28057283508855363,0.3186039894961847,0.21837652332005647,0.21837652332005647,0.13189439012635307,4094,8331
beats_official_dim_0286,0.04395359436901737,0.07431407624681981,0.1318195428995049,0.1460263475701071,0.2182375671223076,0.2182375671223076,0.10599120171821041,4094,8331
beats_official_dim_0250,-0.037721553935809636,-0.05915122496856742,0.10296642106996096,0.09316893218505809,-0.2182265314923446,0.2182265314923446,0.11791314269509867,4094,8331
beats_official_dim_0109,0.04269764545135519,0.018748679661663045,0.11386459738616961,0.10562395669108143,-0.21805117751028283,0.21805117751028283,0.1218865073134009,4094,8331
beats_official_dim_0632,-0.0002633660975777708,0.03583778354609256,0.16051478133003358,0.17077738034067225,0.217817550364345,0.217817550364345,0.11655632898168988,4094,8331
beats_official_dim_0736,-0.04629868100013128,-0.01664698690544049,0.1443622037768387,0.12743201263066578,0.21774948728503643,0.21774948728503643,0.0964566219235084,4094,8331
beats_official_dim_0437,-0.15266662843815887,-0.1781297413422334,0.12219689806436015,0.11160957463098369,-0.21757018498963418,0.21757018498963418,0.09374709921220536,4094,8331
beats_official_dim_0695,0.05147598481093066,0.07770892483274416,0.11897563061908248,0.12216937304332515,0.21753112632643407,0.21753112632643407,0.08720227692087934,4094,8331
beats_official_dim_0365,-0.18987313997969812,-0.12143722226785883,0.3523800261162354,0.2718335229107083,0.21744632965254096,0.21744632965254096,0.10052287039003066,4094,8331
beats_official_dim_0234,0.0798150714112806,0.05654852682659551,0.11027330127051248,0.10491384984619964,-0.21615767658242094,0.21615767658242094,0.1179344285769825,4094,8331
beats_official_dim_0401,0.12384064498441456,0.09956276018680187,0.11379840227623336,0.11163270458281785,-0.21536104112036458,0.21536104112036458,0.10780706922315389,4094,8331
beats_official_dim_0455,-0.0712299577995366,-0.03886440185500591,0.14680070040083537,0.1544100253781536,0.21481530530557377,0.21481530530557377,0.08009296828808199,4094,8331
